"K1","K2","K3","K1-Transform","Simple Bets","Extreme Edge - Transformed","Martingale","Extreme Edge - Simple","LMER Agreement"
131.340066362518,51.5622563330031,22.5917140999734,83.7229677258792,80.9258245634856,77.71306295445,125,179.090909090909,71.4901767368685
348.322954326758,82.0233403997613,9.32901177762404,129.239888066528,192.272397026721,163.727369119221,156.818181818182,217.272727272727,167.417871159144
42.6740848832674,20.4391782372987,4.45416285104333,34.8784055032141,123.682669302713,46.8420108749055,135.454545454545,152.727272727273,177.961848925486
234.778788201042,93.0744076012753,22.4539292136812,122.817541637014,176.201238131134,127.533795339998,127.272727272727,175.454545454545,124.187536853427
72.2424573218395,39.4363654000522,78.039608046845,119.861951301304,105.272457182608,119.816618656474,0,110.909090909091,54.0565930340494
319.542067319465,160.719358155591,9.87954930918101,67.1637786323547,256.811784984376,65.7142904529653,160.454545454545,204.545454545455,190.293200607042
84.1887517201006,50.5600369923592,23.1899357144808,142.154268479376,78.8659995609852,135.923532032847,108.181818181818,135.785123966942,52.1014533970938
330.560012651837,136.409059594592,12.1429391298812,208.837211049623,132.405811521457,210.78196279117,132.272727272727,183.636363636364,182.399477274049
358.81322871272,51.494836420926,2.94985252032566,37.236114494461,155.810835889463,63.4280527148443,170.454545454545,226.363636363636,185.28643607979
35.4517305501867,53.9260363783982,67.9767183937947,90.8120051582744,-20.7408571500576,97.8830591612189,99.5454545454545,49.0909090909092,42.7325776394674
87.9055189570469,10.973217740979,3.38710653428485,39.2895134715329,137.512550141017,56.159740886549,156.363636363636,185.454545454546,147.754153532854
192.827996523103,34.3648050780237,43.7877468060219,198.584496747874,135.736386822391,172.354819457959,133.181818181818,160,91.3061066695919
56.893874509504,28.2443923331681,1.68588237046999,17.7917560005276,139.094294976585,49.2706756759899,139.090909090909,178.181818181818,205.386083096225
34.2967700310001,71.3357463501119,79.5187220690851,72.9928012610092,5.02419404127147,77.4071978964232,0,81.8181818181819,55.6272836748525
76.8085441895778,91.9169189092032,60.443219411692,132.506426347024,119.335204069252,113.129224678966,129.545454545455,82.7272727272728,76.3873444679017
170.599045791907,111.125136885099,41.1962977255183,177.086038529601,135.814999934433,141.330786267896,120,164.545454545455,99.9510408003095
228.067742668813,27.1647765819632,8.86337893741402,129.278183304393,123.15196096782,125.746307343591,147.727272727272,177.272727272727,98.7698187474493
264.806148024275,132.511189864023,8.34119900160246,86.74924147217,194.770280146682,81.1006294183456,145,176.363636363636,283.492363015435
234.763949447565,21.9161893477,1.3249431086425,42.5201933026889,176.171380521403,88.9111541762368,142.272727272727,250.909090909091,206.484829169478
21.6314829926922,101.338606798419,70.5790633667933,47.4149311504888,101.890848077928,70.0591250656056,125.909090909091,81.8181818181818,138.734211109205
556.345516207021,209.635192702158,6.96389761781969,309.61732824096,277.238790308527,324.195126822383,185.909090909091,281.818181818182,425.544628915495
169.810742002834,68.0970559496525,17.0284358289995,76.1906431879311,99.1618549409923,73.7271690073686,108.636363636364,179.090909090909,95.208192704364
85.292344685059,58.7740696849144,28.4340644418959,87.5681779552619,112.074626053714,80.6368431836867,119.545454545454,125.454545454545,77.4302268035434
324.717694260441,65.8787881219536,3.91508100920165,235.676808286405,233.269283615384,301.69118329829,151.818181818182,327.272727272727,340.798943357155
139.075330856533,55.0427183363805,31.7766877081649,105.5796156763,174.014575430193,92.9884631427761,124.545454545455,157.272727272727,95.1173090772167
107.971600564696,44.5443870184314,35.5451187195917,69.4095130247266,154.80120047452,66.9329434844888,134.545454545454,148.181818181818,109.246369342111
37.9249690351262,52.9536864814657,42.7701234253634,95.1825206053159,68.2207124188588,105.050684641232,0,9.09090909090914,23.3326710961309
101.939059921473,27.2982127395395,23.50159895888,125.887355384735,75.5008083604273,114.539927302265,135,120.909090909091,70.7170878445081
138.274311561351,36.999578778839,34.468624653932,113.683669984001,118.968297721609,132.960158407082,130.454545454545,172.727272727273,104.708716753096
218.012792662373,114.371650456806,19.1851717160008,176.746343324125,146.163074131869,164.337748037816,120.38132231405,224.545454545455,171.755168685646
28.4276109443682,77.1552661443074,67.5456581739244,57.581415837206,41.0724469284777,66.4653721283542,0,0,55.5792295345768
85.4290071412279,80.0663085019293,13.8900892833492,70.7681572861674,140.896654457315,117.242229531457,111.363636363636,251.818181818182,246.759678472651
194.296260517742,137.171413759736,68.386429968641,167.75164328269,106.671295736976,132.496892688764,132.727272727273,198.181818181818,104.958926089701
180.487930082545,68.5818843010055,5.53350351049478,83.833202411164,281.117338255804,107.993434585492,136.363636363636,232.727272727273,305.355367083443
76.9634935810851,28.6189389123951,67.7409421379688,83.6966491350744,112.296406072877,99.5893979546132,135,79.0909090909091,45.7872796548061
345.235798275226,123.663339479671,8.05021561494505,99.9626549596731,222.980658046512,113.874873237734,138.636363636364,195.454545454546,201.192728187243
279.377488445322,58.1353828656253,19.5311925281848,178.849202015504,177.529469466217,182.332597259765,144.090909090909,240,212.065191426122
58.9678339137503,31.1170517053806,7.62862097215471,60.6343333775668,223.007266053754,116.644749020999,124.545454545455,182.727272727273,144.935361199886
184.778749916696,176.20895580008,30.6801809878011,168.784772567088,75.8835625004428,131.601823329624,109.545454545455,169.090909090909,131.736064249081
123.021408878673,56.3937792720328,7.54832860480603,59.844287460552,212.448512644532,99.9116359747612,152.272727272727,199.090909090909,210.109428599089
55.7717324581595,64.1168396775329,17.7749025067376,60.8165087838633,116.225153504984,77.4692757095199,145,129.090909090909,88.2613319555049
47.673030670654,92.6853083914392,67.461738076289,44.0877292791879,85.5196071406781,52.5580702670902,110.909090909091,100,75.2886621737831
176.301107650981,108.26253336536,15.1354115277674,155.665415011082,169.813607040241,154.943584452785,137.727272727273,183.636363636364,91.713725097475
12.3200583736287,28.0750839986552,156.642353198711,19.8822655798584,51.6209826756535,19.7478550714796,0,0,20.3060633113211
290.164953346924,191.938653007143,5.10838154208666,68.6037808090633,333.940641727093,106.095613737364,166.818181818182,262.727272727273,381.892857756965
189.492807074967,31.5712931749538,8.05463368440837,13.1210848856325,94.664330121401,25.424334668925,138.636363636364,222.727272727273,146.863092269554
238.131231521777,202.942539606914,8.91728506732281,152.669262930548,224.592295332264,151.172966648799,153.636363636364,217.272727272727,214.118442503594
410.021847477977,99.6172688309404,18.478078170038,94.2222236383435,223.539833830114,142.459922338973,151.363636363636,262.727272727273,150.238277347843
172.412718881688,118.452702407621,30.6290615078228,155.213463213269,106.105552839844,148.418057102344,143.636363636364,165.454545454546,151.885124946607
78.2632099217336,75.3302478701029,54.3308628592086,24.3560649952272,112.394513075708,22.3324869782648,125.909090909091,76.3636363636364,50.646874267359
79.759933025991,23.0890053402938,29.5056598304683,45.3315804320826,167.148293378554,62.678701317893,148.636363636364,131.818181818182,133.073110106568
143.638469719408,174.902448000034,49.6338508438,109.885214549573,95.3524054043848,104.082039123509,118.636363636364,170,100.633918241761
411.438983448165,289.474150862975,10.3551695810969,233.069795122745,49.8651225710346,220.685801671713,141.363636363636,277.272727272727,244.645365123661
448.11317666616,163.665975295107,7.50184178481699,184.112752666813,265.032279912108,176.474635683405,175.454545454545,268.181818181818,439.941391057081
